Agency,Title,URL,Identifier,Access
EPA,Marine Information for Safety and Law Enforcement 2015 (MISLE),https://homeport.uscg.mil/mycg/portal/ep/contentView.do?contentTypeId=2&channelId=-18374&contentId=149309&programId=91343&programPage=%2Fep%2Fprogram%2Feditorial.jsp&pageTypeId=13489,{D70A4845-7E86-471C-941C-577669A70574},public
EPA,EPA Office of Water (OW): NPDES Permitted Facilities,http://watersgeo.epa.gov/ArcGIS/rest/services/OWPROGRAM/NPDESPERMIT_WMERC/MapServer/,{8BADE071-7433-4B90-A24A-E940FEB834AE},public
EPA,National Hydrography Dataset Plus (NHDPlus),http://www.epa.gov/waters,{C0627CEF-D34E-4C14-813F-85D68DEB6BE3},public
EPA,2003 Toxics Release Inventory data for the state of Maryland,http://www.epa.gov/tri/tridata/current_data/index.html,{567DD1AE-7675-4C1A-BB2C-614CDA1A3FAC},public
EPA,EPA Office of Water (OW): Fish Consumption Advisories and Fish Tissue Sampling Stations NHDPlus Indexed Datasets,http://watersgeo.epa.gov/ArcGIS/rest/services/OWRAD_NP21/FISH_NP21/MapServer/,{02DB5327-FD21-4B23-B34B-DF00FD38EDBE},public
EPA,Unit Cost Compendium Calculations,http://www.regulations.gov/search/Regs/home.html#documentDetail?R=09000064801de8ec,{7C9F166A-19EB-4CF7-BC8F-B406A4AAFF48},public
EPA,Allowance Holdings and Transfers Data Inventory,http://camddataandmaps.epa.gov/gdm/index.cfm?fuseaction=allowances.wizard,{A422ACAC-9E49-41E7-967B-A48911EB46B6},public
EPA,Hydraulic Fracturing and the Safe Drinking Water Act Website,http://water.epa.gov/type/groundwater/uic/class2/hydraulicfracturing/index.cfm,{839972D0-145F-45C6-A3B8-F9110C0B6B81},public
EPA,Integrated Strategic Tracking and Recruiting Database (iSTAR) Data Inventory,https://www.energystar.gov/istar/,{87793ADF-2B3C-41D2-97F6-873704B58533},public
EPA,"EnviroAtlas -Phoenix, AZ- One Meter Resolution Urban Land Cover Data (2010)",https://edg.epa.gov/data/Public/ORD/EnviroAtlas/,{D556044C-FCCC-4E8B-B157-5E7B8587AEE7},public
EPA,Uranium Location Database,http://www.epa.gov/radiation/tenorm/pubs.html#uraniumdatabase,{2E4A8313-B6C8-4638-B683-7F8445101725},public
EPA,EPA Facility Registry Service (FRS): NEI,http://geodata.epa.gov/arcgis/rest/services/OEI/FRS_INTERESTS/MapServer,{223102FE-585F-43FC-A531-A0703AA88ACE},public
EPA,2008 Lead NAAQS Nonattainment Areas-2010 designations,http://www.epa.gov/oar/oaqps/greenbk/gis_download.html,{0E5BE037-67E9-4F73-91C9-62DA9A0AB44C},public
EPA,EPA Office of Water (OW): STORET Water Quality Monitoring Stations Source Dataset,http://watersgeo.epa.gov/ArcGIS/rest/services/OWPROGRAM/STORET_NAD83/MapServer/,{EA5880E2-CA61-47DC-A899-91CD45546E48},public
EPA,R9 Annual PM-2.5 Designated Areas,http://www.epa.gov/region9/air/maps/,{864448BC-C62F-40C8-91C7-E9212F97F78E},public
EPA,Consolidated Recovered Materials Advisory Notice (RMAN) for the Comprehensive Procurement Guideline (CPG),http://www.epa.gov/wastes/inforesources/index.htm,{79B43492-3A10-4577-AED4-E57ADD2990F7},public
EPA,National Greenhouse Gas Emission Inventory,http://ghgreporting.epa.gov/ghg/login.do,{749A4BBB-82A8-4224-9EF4-024C377B459B},public
EPA,BP Spill Sampling Data April-September 2010,http://www.epa.gov/bpspill/download.html,{93F43D90-F213-4EE0-BFBD-B7A7623E7034},public
EPA,NEPmap (National Estuary Program Mapper),http://gispub2.epa.gov/ArcGIS/rest/services/NEPmap,{8D880D83-3255-4F04-AE0C-B8C005C0F658},public
EPA,"EnviroAtlas - Milwaukee, WI - Residents with Potential Window Views of Trees by Block Group",https://edg.epa.gov/data/Public/ORD/EnviroAtlas/MWI_community_metrics_Nov2014.zip,{C2C6C515-654B-4C2F-9917-594D7E920A67},public
EPA,"EnviroAtlas - Fresno, CA - Ecosystem Services by Block Group",https://edg.epa.gov/data/Public/ORD/EnviroAtlas/FCA_community_metrics_Nov2014.zip,{A101F058-B7A7-4E0C-85D7-B0ACCC5B0D90},public
EPA,"EnviroAtlas - Green Bay, WI - Land Cover by Block Group",https://edg.epa.gov/data/Public/ORD/EnviroAtlas/GBWI_community_metrics_Nov2014.zip,{384D86C0-1B54-48CC-AFB4-2419D479A1B3},public
EPA,R9 Carbon Monoxide Air Quality Monitoring Sites - 2011-2013,http://www.epa.gov/airquality/airdata/,{52CDB9B6-0BE2-4DE4-A7F2-34842C4FED1F},public
EPA,"EnviroAtlas - Phoenix, AZ - Domestic Water Demand per Day by U.S. Census Block Group",http://edg.epa.gov/data/Public/ORD/EnviroAtlas/PAZ_community_metrics_Nov2014.zip,{822B887E-004D-4E45-9085-C437D79E2B4F},public
EPA,EPA Water Services - Point Indexing Service,http://www.epa.gov/waters/geoservices/docs/point_indexing_service.html,{9AAB77D6-F111-4720-94E3-2022086F3C72},public
EPA,Region 10 Toxic Release Inventory-Release to Air,http://geodata.epa.gov/ArcGIS/rest/services/R10/TRI2011_Region10Air/MapServer,{80B0BCDF-564C-4391-870F-334E965B172B},public
EPA,EPA's Energy Portal,http://epa.gov/energy/,{A9F59115-7A56-4BA4-8F11-4CF9796EB8A0},public
EPA,EPA's Energy Where You Live Website,http://epa.gov/energy/whereyoulive.htm,{C8AA0012-3201-4EE4-904E-CB56938B284B},public
EPA,Region 10 Toxic Release Inventory-Release to Land,http://geodata.epa.gov/ArcGIS/rest/services/R10/TRI2011_Region10Land/MapServer,{9E713CDD-9B9F-4F36-A470-D2680977B179},public
EPA,EnviroAtlas - Biodiversity Conservation Metrics for Conterminous United States,https://edg.epa.gov/data/PUBLIC/ORD/ENVIROATLAS/,{AB46B671-BAA6-49AB-A1D4-67CF44CBEA11},public
EPA,EPA Office of Water (OW): Clean Watersheds Needs Survey NHDPlus Indexed Dataset,http://watersgeo.epa.gov/ArcGIS/rest/services/OWRAD_NP21/CWNS_NP21/MapServer/,{799C26D1-2AFB-4A6B-AA7B-ED536CC9CC3F},public
EPA,EPA Office of Water (OW): STORET Water Quality Monitoring Stations NHDPlus Indexed Dataset,http://watersgeo.epa.gov/arcgis/rest/services/OWRAD_NP21/STORET_NP21/MapServer/,{A95D2B4C-0342-4133-8C17-EDAD2F1D982D},public
EPA,EPA Region 1 Environmentally Sensitive Areas,https://edg.epa.gov/data/Public/R1/ESA_polys_r24.zip,{6E4069CF-5568-4326-BA1F-47B9A3046422},public
EPA,EPA Office of Water (OW): Nonpoint Source Projects NHDPlus Indexed Dataset,http://watersgeo.epa.gov/arcgis/rest/services/OWRAD_NP21/GRTS_NP21/MapServer/,{ACFE9920-1147-23CF-2017-23B3CBFED562},public
EPA,EPA Region 1 Environmentally Sensitive Areas (Points),https://edg.epa.gov/data/Public/R1/ESA_points_r24.zip,{E5BA7382-29A1-4D15-8C8D-D35455B1F1AB},public
EPA,EPA Region 1 Coast Guard Jurisdictional Boundary - Polygons,https://edg.epa.gov/data/Public/R1/CG_poly_r100.zip,{CA7D0BB0-EE4D-46D1-8AB8-F6B5C6F8ECA4},public
EPA,EPA Region 1 Coast Guard Jurisdictional Boundary - Arcs,https://edg.epa.gov/data/Public/R1/CG_line_r100.zip,{445EFB7A-F172-4C94-B445-F4573C3DAF33},public
EPA,All Conservation Opportunity Areas (ECO.RES.ALL_OP_AREAS),https://edg.epa.gov/data/Public/R7/ALL_OP_AREAS.zip,{2A7936AE-D066-4D4A-9B95-B4CA3565DDE4},public
EPA,EPA Office of Water (OW): Beaches NHDPlus Indexed Dataset,http://watersgeo.epa.gov/arcgis/rest/services/OWRAD_NP21/BEACH_NP21/MapServer/,{4A2F897E-E1E4-453E-9A29-674A520E4B92},public
EPA,Clean Air Status and Trends Network (CASTNET): Visibility,http://www.epa.gov/castnet/data.html,{78745BEC-83F3-434E-849D-4D7BA4D4790C},public
EPA,Forest Conservation Opportunity Areas - Conservative Model (ECO_RES.COA_FORREST66),https://edg.epa.gov/data/Public/R7/COA_FOREST66.zip,{63CD224C-ECBA-42F9-A003-789357542603},public
EPA,Grassland Conservation Opportunity Areas - Liberal Model (ECO_RES.COA_GRASS33),https://edg.epa.gov/data/Public/R7/COA_GRASS33.zip,{9F28B65B-A935-4DF8-ADB3-EB29A3241044},public
EPA,Mosaic Conservation Opportunity Areas - Conservativel Model (ECO_RES.COA_MOSAIC66),https://edg.epa.gov/data/public/R7/COA_MOSAIC66.zip,{C0697E75-DF05-4BC8-A207-D60CC1ECC47A},public
EPA,Terrestrial Conservation Focus Areas > 10 Hectares (ECO_RES.ECOFOC_GEO10),https://edg.epa.gov/data/public/R7/ECO_FOC_GEO10.zip,{49CEDC6B-5C4E-4A18-83A8-627F95D8A760},public
EPA,U.S. EPAs Geospatial Data Access Project,http://www.epa.gov/enviro/geo_data.html,{B621E395-213A-4A95-BE12-B8B4B97A803A},public
EPA,RadNet Air Quality (Fixed Station) Data,https://cdx.epa.gov,{2D35FF7E-E40E-43B0-85EF-6525F154C1A7},public
EPA,Clean Air Markets Division Data and Maps,http://www.epa.gov/airmarkets/,{072376D3-9B6A-48CD-AD96-1D5693BEA0CD},public
EPA,Public Lands and Other Managed/Preserved Areas  (ECO_RES.SIGECO_SITES),https://edg.epa.gov/data/public/R7/SIGECO_SITES.zip,{6AEC1F03-0A3F-4722-89AE-2EF2D2DED838},public
EPA,Directory of Non-Hazardous Waste Sites,http://geogateway-intranet.epa.gov/data/OSWER-OEM/landfills2007.zip,{0AE43ECB-FB7F-4AB3-AEF5-95C6AD9AE968},public
EPA,Disaster Debris Recovery Database,https://edg.epa.gov/data/PUBLIC/R5/EDGddrd.zip,{628E37F2-7457-4157-A5CC-C7DD7504CDF8},public
EPA,Region 5 Toxic Release Inventory Reporters,https://edg.epa.gov/data/PUBLIC/R5/EDG%20R5%20Chemical%20Reporters%20TRI.zip,{9A9DEC12-44F3-466E-8D76-41B94F611C32},public
EPA,Region 9 NPL Sites (Superfund Sites 2013) Polygons,https://edg.epa.gov/,{075537FF-4660-420F-BA80-32D5C1CDA0B8},public
EPA,"Approximate Boundaries for West Lake Landfill, Missouri, 2014, EPA REG 07",https://edg.epa.gov/data/Public/R7/WestLakeBnd2014.zip,{25E9A7D3-600E-4B75-81FC-D5275D730D2C},public
EPA,EPA Office of Water (OW): 303(d) Listed Impaired Waters by Causes of Impairment and Probable Sources,http://water.epa.gov/scitech/datait/tools/waters/data/downloads.cfm,{631CE863-2DCD-4DA3-8F46-9D4D570E6A48},public
EPA,EPA Office of Water (OW): TMDLs on Impaired Waters NHDPlus Indexed Dataset,http://watersgeo.epa.gov/arcgis/rest/services/OWRAD_NP21/TMDL_NP21/MapServer/,{88E53742-CF0D-443C-94AF-8139C09471F9},public
EPA,2012 Nitrogen Dioxide Monitoring Site Design Values,http://www.epa.gov/airtrends/values.html,{38CB0E82-B9DD-4E25-8094-33DB39822582},public
EPA,Region 7 Significant Ecological Resource Areas (ECO_RES.SIG_REGIONS),https://edg.epa.gov/data/public/R7/SIG_REGIONS.zip,{14DE2E74-85A8-4555-807C-6F64C81081A4},public
EPA,CERCLIS (Superfund) ASCII Text Format - CPAD Database,http://www.epa.gov/superfund/sites/phonefax/products.htm,{A874F53C-00B5-4FAF-9155-7D45CA246039},public
EPA,Hawaii Large Capacity Cesspools(LCC) Enforcement Sept. 2014,http://www.epa.gov/region9/water/groundwater/uic-hicesspools.html,{8A8913B8-920E-4CB5-9A9B-9E3F10B25E9E},non-public
EPA,Ranked Conservation Opportunity Areas for Region 7 (ECO_RES.RANKED_OAS),https://edg.epa.gov/data/public/R7/RANKED_OAS.zip,{602E52EF-A297-4494-A947-51F4FBE076AC},public
EPA,SITE COMPREHENSIVE LISTING (CERCLIS) (Superfund),http://www.epa.gov/superfund/sites/products,{84DBF554-46CB-45D3-82E1-F40F65974676},public
EPA,Region 9 Renewable Energy,http://www.epa.gov/renewableenergyland/maps/EPA_sites_renewable_energy_shapefile.zip,{F80F7FC1-1A14-4202-8854-8A2CC6E0AEBC},non-public
EPA,Observed Marine Debris in the Pacific Ocean Ì¢?? Victoria to Maui 2012,http://www.vicmaui.org/index.php?articleid=453,{BF94836D-6DDA-4635-8FB0-B7D97E28112C},non-public
EPA,"EnviroAtlas - Paterson, NJ - Greenspace Proximity Gradient",https://edg.epa.gov/data/PUBLIC/ORD/ENVIROATLAS,{D3D3A390-9BCE-41F2-B69A-D24ECB969C0F},public
EPA,EPA Facility Registry System (FRS): NCES,http://geodata.epa.gov/ArcGIS/rest/services/OEI/FRS_INTERESTS/MapServer,{328D563D-35D9-40E8-8AB4-4E907BBA8C83},public
EPA,National Sole Source Aquifer GIS Layer,https://edg.epa.gov/data/Public/ow/SSAGISFiles.zip,{1D329CAA-31BB-496B-B0DF-23CBDA27E3AD},public
EPA,EPA Recovery Mapper,http://epamap17.epa.gov/arra/,{B756C475-07D8-4509-8427-E4FB3E28CBCC},public
EPA,Historical RadNet Air Quality Data,http://www.epa.gov/enviro/html/erams/index.html,{2CB3C263-8F42-406E-A0D0-265ECED680E8},public
EPA,Local Emergency Planning Committee (LEPC) Data,http://yosemite.epa.gov/oswer/lepcdb.nsf/HomePage?openForm,{9E1AD3C6-EF26-4C88-A898-64394A18F39E},public
EPA,RE-Powering Screening Shapefile,http://www.epa.gov/renewableenergyland/maps/RE-Powering_Screening_shapefile.zip,{31F9AC09-BAD8-4645-B6D7-CD4A838831AA},public
EPA,EPA Office of Water (OW): Pollutant Discharge Permit Status,http://watersgeo.epa.gov/mwm/,{7CC45F93-C7FB-438D-BBDB-040146AF3EEF},public
EPA,FY08_Removals,http://geogateway-intranet.epa.gov/data/OSWER-OEM/FY08_Removals.zip,{980E52E1-C4CC-4754-8B3D-3E38F88FF774},public
EPA,Forest Conservation Opportunity Areas - Liberal Model (ECO_RES.COA_FORREST33),https://edg.epa.gov/data/Public/R7/COA_FOREST33.zip,{469C94E1-8555-4A23-92B4-122D7D0B3287},public
EPA,Region 9 Scribe Sites,http://www.epaosc.org/site/site_profile.aspx?site_id=ScribeGIS,{28A582D8-8423-4DDC-9BC3-03FCCBB38350},public
EPA,Region 9 Reservoirs (SDWIS),http://water.epa.gov/scitech/datait/databases/drink/sdwisfed/basicinformation.cfm#overview,{58EB1B58-99B0-44D2-8B55-F99407187602},non-public
EPA,Grassland Conservation Opportunity Areas - Conservative Model (ECO_RES.COA_GRASS66),https://edg.epa.gov/data/public/R7/COA_GRASS66.zip,{6608336B-B335-4904-B200-1063354D7FB6},public
EPA,Mosaic Conservation Opportunity Areas - Liberal Model (ECO_RES.COA_MOSAIC33),https://edg.epa.gov/data/public/R7/COA_MOSAIC33.zip,{82C751DB-9433-49CC-AF18-7FA8563219E6},public
EPA,Superfund Polygons (2009),https://edg.epa.gov/data/public/R7/NPLpoly09.zip,{574E4C5B-C37C-4A88-95EC-FA1FB6035688},public
EPA,EPA Envirofacts API,http://www.epa.gov/enviro/,{A4EBFA50-EC19-4F00-9866-C09D01B951E0},public
EPA,EPA Region 7 Aquatic Focus Areas (ECO_RES.R7_AQUATIC_FOCUS_AREAS),https://edg.epa.gov/data/public/R7/AQUATIC_FOCUS_AREA.zip,{D367FC67-9833-4B61-A90A-0C8925A9CAC1},public
EPA,40 Square Km Hexagon Coverage over Region 7 (ECO_RES.ECO_SECT_40KHEX),https://edg.epa.gov/data/public/R7/ECO_SEC_40HEX.zip,{85049DA8-6890-4956-996E-051F2A47B4F9},public
EPA,2010 Toxics Release Inventory data for the state of Alaska,http://www.epa.gov/tri/tridata/data/basic/index.html,{4A526E72-DD7C-4371-8C90-02D8C0D97CF7},public
EPA,EPA Facility Registry Service (FRS): Wastewater Treatment Plants,https://edg.epa.gov/data/Public/OEI/OIC/FRS_Wastewater.zip,{86C00471-0D39-4352-B629-14E3C0E2D042},public
EPA,U.S. EPAs Access to the Homeland Security Infrastructure Program (HSIP) GOLD Dataset,http://www.hifldwg.org,{F7A42F66-C2FB-4405-919C-0537FAF9E0A6},non-public
EPA,EPA's Energy News Site,http://www.epa.gov/newsroom/,{0768F47B-D966-418E-95AC-D063FB0A5962},public
EPA,EPA Facility Registry Service (FRS): Power Plants,https://edg.epa.gov/data/Public/OEI/OIC/FRS_PowerPlants.zip,{07305653-564D-4D03-A7D8-C5D1BAFB6322},public
EPA,EPA Data Finder,http://www.epa.gov/datafinder,{FFB66DC2-1FEA-4F6F-92DF-D6EBC6364E11},public
EPA,BP Spill Sampling and Monitoring Data.,http://www.epa.gov/bpspill/,{AD089212-9E51-4FF2-92D9-9F8F51DEA146},public
EPA,"EPA Office of Water (OW): Nutrient, Sediment, and Pathogens Water Impairments",http://watersgeo.epa.gov/ARCGIS/REST/services/OWOTHER/TOPWATERIMP/MapServer/,{23DCBEBD-44AE-4558-8F6F-258875AF88B9},public
EPA,National Approach to Response Field Communications (NARFCOM) Satellite Locations,http://geogateway-intranet.epa.gov/data/OSWER-OEM/NARFCOM_SAT_LOC.zip,{067230FC-E99A-4A9D-BCBF-64746E1DC257},public
EPA,Title III List of Lists -- Data Tool,http://yosemite.epa.gov/oswer/lol.nsf/homepage,{B60003DB-5AB9-4371-8AF7-8C1C0889D530},public
EPA,Drinking Water Mapping Application (DWMA),http://www.epa.gov/ogwdw/databases.html,{856C6DCD-510B-692E-F1CD-3B60A33D5D92},public
EPA,Jobs within a 30-minute transit ride - Service,http://geodata.epa.gov/ArcGIS/rest/services/OA/SLD_Trans30/MapServer,{781BDD8F-2BF4-4072-86E9-FA67BC6C5E8B},public
EPA,Jobs within a 30-minute transit ride - Download,https://edg.epa.gov/data/Public/OP/SLD/SLD_trans30.zip,{1B762BFE-5C63-4CA7-81FC-5A7371295A61},public
EPA,Access to Jobs and Workers via Transit - Service,http://geodata.epa.gov/ArcGIS/rest/services/OA/SLD_Trans45/MapServer,{09649C32-7B39-4690-BFFB-88B250F6DF1B},public
EPA,Access to Jobs and Workers via Transit - Download,https://edg.epa.gov/data/Public/OP/SLD/SLD_trans45.zip,{8E9DDDA1-1F38-44F0-9114-CD81DC15019A},public
EPA,EPA Office of Water (OW): 305(b) Assessed Waters NHDPlus Indexed Dataset,http://watersgeo.epa.gov/ArcGIS/rest/services/OWRAD_NP21/305B_NP21/MapServer/,{FE2FB897-3549-48F8-B89C-CEE36EA4353A},public
EPA,EPA Office of Water (OW): Facilities that Discharge to Water NHDPlus Indexed Dataset,http://watersgeo.epa.gov/ArcGIS/rest/services/OWRAD_NP21/NPDES_NP21/MapServer/,{091FC504-8762-8E7F-DCD7-513F648BC5B5},public
EPA,EPA Facility Registry Service (FRS): ER_WTP,http://igeo.epa.gov/ArcGIS/rest/services/OEI/FRS_ESF3/MapServer,{63958777-1269-4D22-92E4-13E1285FBAFF},public
EPA,EPA Water Services - Navigation Delineation Service,http://www.epa.gov/waters/geoservices/docs/navigation_delineation_service.html,{D026627C-4AD7-42C8-A3B0-513E498B6DE6},public
EPA,National Estuary Program Study Area Boundaries,https://edg.epa.gov/data/Public/OW/Office_of_Wetlands_Oceans_and_Watersheds/NEP_BoundariesFY12.zip,{76256B1F-5B2B-47C7-BBED-677803A61E49},public
EPA,EPA Water Services - Event Indexing Service,http://www.epa.gov/waters/geoservices/docs/event_indexing_service.html,{04513E92-E5E5-42A6-A566-47EC5782CDFF},public
EPA,EPA Water Services - Spatial Assignment Service,http://www.epa.gov/waters/geoservices/docs/spatial_assignment_service.html,{F6A6D643-21F4-4C9C-B494-BA031AD6CF50},public
EPA,EPA Water Services - Total Waters Geometry Service,http://www.epa.gov/waters/geoservices/docs/total_waters_service.html,{FBE7C742-0964-4FFA-8201-19D0D385DB98},public
EPA,EPA Water Services - RAD Event Information Service,http://www.epa.gov/waters/geoservices/docs/rad_event_info_service.html,{0B19DC82-E751-433C-81A1-CBFC929C8B15},public
EPA,EPA Water Services - NWISQWResultService,http://qwwebservices.usgs.gov/,{C651A4DB-FB52-4B78-B5DA-FBCE8E399892},public
EPA,EPA Water Services - Upstream/Downstream Service,http://www.epa.gov/waters/geoservices/docs/upstreamdownstream_service.html,{523804B9-776F-4EA6-9255-70C8C56EF5E0},public
EPA,EPA Water Services - Name Service,http://www.epa.gov/waters/geoservices/docs/name_service.html,{DD49CB3D-7B55-41F1-A4EF-0C085CF6FEE5},public
EPA,WATERS Expert Query Tool,http://www.epa.gov/waters/tmdl/expert_query.html,{0D772508-5CD2-A4F6-5BB1-93AE99E6C8AF},public
EPA,EPA Water Services - Results Queue Service,http://www.epa.gov/waters/geoservices/docs/results_queue_service.html,{E6DD9507-CA3D-434C-9F2A-EBB02183CB5F},public
EPA,Well Head Protection Areas For Public Non-Community Water Supply Wells In New Jersey,http://www.state.nj.us/dep/njgs/geodata/dgs04-5.htm,{9E8BD0F4-BEBB-47E9-8614-A97FF57B1CCB},public
EPA,Fleet Debris Levels,http://www.epa.gov/region9/marine-debris/,{F31E2DB5-936B-4A21-BEA4-955CBC73CA8F},public
EPA,EPA Water Services - Navigation Service,http://www.epa.gov/waters/geoservices/docs/navigation_service.html,{801B2A2D-19E6-4F49-8BC9-4B4C160828AD},public
EPA,National Aquatic Resource Surveys (NARS) N/P Values for Lakes •À_?? National Lake Assessment,http://water.epa.gov/type/lakes/lakessurvey_index.cfm,{AB40E7D0-2F4E-4E14-BB97-E346ABF8BE08},public
EPA,Aquatic Nuisance Species Locator,http://geodata.epa.gov/ArcGIS/rest/services/OW/AquaticNuisanceSpeciesLocator/MapServer,{E9C96806-73EE-42C4-B65A-973EA91D77FB},public
EPA,RadNet Map Interface for Near-Real-Time Radiation Monitoring Data,https://cdxnode64.epa.gov/radnet-public/showMap.do,{9B282057-4B89-4A1B-AC84-B47930ACF7D2},public
EPA,"1:250,000 Scale Quadrangles of Landuse/LandcoverGIRAS Spatial Data of CONUS in BASINS",http://www.epa.gov/waterscience/basins/,{D4FAFE7C-CC25-3EAC-7056-B3DD7AA42431},public
EPA,"EnviroAtlas - Metrics for Tampa, FL",http://enviroatlas.epa.gov/arcgis/rest/services/Communities/ESC_TFL_CleanAir/MapServer,{86E20C56-0A43-4C92-8ABC-93546EC140D5},public
EPA,"EnviroAtlas - Tampa, FL - Demographics by Block Group Web Service",http://enviroatlas.epa.gov/arcgis/rest/services/PeopleBuiltSpaces/ESC_TFL_demographics/MapServer,{DDAE0DA5-8641-4BAB-A7D8-541E3C2F90A2},public
EPA,Clean Air Markets Clean Air Interstate Rule (CAIR) NOx Ozone Season Program Allowance Holdings,http://camddataandmaps.epa.gov/gdm/index.cfm?fuseaction=allowances.prepackageddatasets&AQW_fuseaction=allowances.prepackageddatasets&AQW_criteria_fuseaction=allowances.program&AQW_tabMode=1&AQW_datasetSelection=PrePackaged+Datasets&AQW_menuSelection=&AQW_criteriaAction=reset&AQW_requiredSelectionMade=false&AQW_requiredMenuItem=&divinstructions=Download+allowance+transaction+and+holdings+data.+,{E2EA7B02-E563-4EAC-8848-5FCA6411E941},public
EPA,Clean Air Status and Trends Network (CASTNET) Download Data Module,http://java.epa.gov/castnet/reportPage.do,{5936F352-D87F-4D70-B5C2-1EDA46CD0CF1},public
EPA,Clean Air Markets - Facility Attributes and Contacts Query Wizard,http://camddataandmaps.epa.gov/gdm/index.cfm?fuseaction=facilities.wizard,{87A68F4A-5AA8-4974-A266-187D0378E3EB},public
EPA,Ecological Hubs and Corridors Web Service,http://www.epa.gov/roe/,{EE0477A4-3CD3-4675-8429-9F82DCFE18F0},public
EPA,TRI.NET data engine for EPA Toxics Release Inventory,http://www.epa.gov/tri/tridotnet/,{111E8E4C-0FB8-4334-A739-CB54BC9568A3},public
EPA,Hurricane Katrina - Murphy Oil Spill Boundary,https://edg.epa.gov/data/Public/Katrina/MurphyOilSpillBndy.zip,{26B145ED-F8AD-43AD-9EE4-5664E52BD403},public
EPA,Clean Air Markets - Allowances Query Wizard,http://camddataandmaps.epa.gov/gdm/index.cfm?fuseaction=allowances.wizard&AQW_datasetSelection=,{94AAED23-8775-4A2F-BFB7-74F972F5251C},public
EPA,Clean Air Markets - Quick Facts and Trends,http://camddataandmaps.epa.gov/gdm/index.cfm?fuseaction=factstrends.choose,{CD89D57C-E360-4919-A421-2599D4DDA6A8},public
EPA,EPA Fish Consumption Advisories Website,http://water.epa.gov/scitech/swguidance/fishshellfish/fishadvisories/index.cfm,{76E9333B-F87E-48D6-BA4A-D9BD237FDE32},public
EPA,Clean Air Markets - Where You Live (National and State Maps),http://camddataandmaps.epa.gov/gdm/index.cfm?fuseaction=whereyoulive.nation,{D0E74A80-0E84-4372-A8D7-7B131357AFF9},public
EPA,"EnviroAtlas - NHDPlus V2 WBD Snapshot, EnviroAtlas version - Conterminous United States",https://edg.epa.gov/data/PUBLIC/ORD/ENVIROATLAS/NHDPlusV2_WBDSnapshot_EnviroAtlas_CONUS.gdb.zip,{BA1041E9-02B6-40ED-8DB0-B1EEF68B6CA7},public
EPA,EPA Office of Water (OW): 303(d) Listed Impaired Waters NHDPlus Indexed Dataset,http://watersgeo.epa.gov/arcgis/rest/services/OWRAD_NP21/303D_NP21/MapServer/,{66F27299-6B1B-42BF-8AA0-1127D7646631},public
EPA,"EJSCREEN Version 1, Environmental Data",http://gisint1.rtpnc.epa.gov/ArcGIS/rest/services/OA/EJ_Environmental_Data/MapServer,{7C5B5C7F-04C2-46A9-A5A7-C799CEAB9A6A},non-public
EPA,EPA Office of Water (OW): Waste Water Feature Service,http://geodata.epa.gov/wfsconnector/com.esri.wfs.Esrimap/WasteWaterFeature?request=getcapabilities&service=WFS,{37E36FDD-F99A-4954-A1A0-81F8F6E5531A},public
EPA,"Concentrated Animal Feeding Operations (CAFOs) per County, US, 2013, US EPA",https://edg.epa.gov/data/Public/OECA/CAFO_Density.zip,{A0D7B216-6364-46E0-9421-A43E79E5FD92},public
EPA,U.S. Level III and IV Ecoregions (U.S. EPA),ftp://ftp.epa.gov/wed/ecoregions/us,{02C99043-2E25-4A4E-BBE3-6AAE81ED7FC8},public
EPA,"6K Quads for ER Reference, US, EPA, SEGS",https://edg.epa.gov/data/public/OSWER/OEM/6KQuads/6kquads_epa.zip,{7A5A7E02-E65D-465A-AD89-416C8D611D6C},public
EPA,Distribution and Aggregate Thickness of Salt Deposits of the United States,http://epa.maps.arcgis.com/home/webmap/viewer.html?webmap=71763c660bc349b7b3a8bd94afe82278,{8D2FEA0E-A96C-4167-A04C-4A827B71B86F},public
EPA,"EnviroAtlas - Portland, ME - Demographics by Block Group Web Service",http://enviroatlas.epa.gov/arcgis/rest/services/PeopleBuiltSpaces/ESC_PME_demographics/MapServer,{14AE5238-6F24-4C05-8617-E03B546AA7C1},public
EPA,EPA Region 1 Sole Source Aquifers,https://edg.epa.gov/data/Public/R1/SSAquif_2008_r24_EPA.zip,{636A4B9A-6A36-4F01-A992-9B7E50E4D09C},public
EPA,1971 SO2 Nonattainment Areas •À_?? 1978 designation,http://www.epa.gov/oar/oaqps/greenbk/index.html,{A4D5A2EA-8890-4C36-8A54-575611DF236D},public
EPA,"R2 ESA Grant Condition Boundaries
[EPA.R2_ESA_Grant_Condition_bnd]",http://r2notes3.r02.epa.gov/Intranet/iOPM-ISB.nsf/e0686959b32516a185256cd900531291/654bb9e2891d438585256d96006f357c?OpenDocument,{057CB74C-50BE-4F3B-A4C0-E20FC8F67638},public
EPA,Region 9 NPDES2011 Facilities,https://edg.epa.gov/data/Public/R9/R9_Stakeholder_Outreach/NPDES_Facilities.gdb.zip,{4E5FE47D-D6E3-409C-9C5B-C19513F2C754},public
EPA,Region 9 NPDES2011 Outfalls,https://edg.epa.gov/data/,{F2BC728E-FABA-44F8-B53F-99F756221BCD},public
